ATTRIBUTE_MouseNumber	ATTRIBUTE_treatment	X691.313_8.563T	X486.749_6.292T	X695.412_8.133T	X582.796_6.426T	X972.48_8.495T	X805.026_7.156T	X977.436_8.493T	X318.095_0.426T	X819.965_6.406T	X261.217_0.415T	X584.299_6.428T	X302.121_0.391T	X496.376_7.874T	X700.452_8.221T	X723.541_9.21T	X309.184_7.468T	X312.111_0.472T	X700.452_8.069T	X1015.667_6.476T	X570.355_6.527T	X548.301_8.314T	X287.625_6.125T	X351.283_9.218.1T	X553.257_8.315T	X349.273_7.438T	X260.074_0.306T	X550.828_7.156T	X700.452_8.244T	X316.136_0.564T	X342.278_9.453T	X331.284_8.013T	X991.672_6.555T	X566.322_6.247T	X299.149_6.287T	X575.313_6.429T	X326.305_7.772T	X287.625_6.125.1T	X531.275_8.315T	X190.045_0.743T	X428.373_7.085T	X504.343_6.709T	X480.345_6.751T	X471.347_5.892T	X422.326_6.18T	X570.795_6.419T	X552.332_7.158T	X572.299_6.419T	X510.392_7.342T	X372.311_6.081T	X543.345_7.157T	X440.314_6.633T	X276.107_5.925T	X560.299_6.413T	X675.422_9.824T	X275.625_6.174T	X174.113_0.589T	X506.36_6.509T	X242.1_0.812T	X398.326_6.263T	X482.324_6.265T	X508.376_6.874T	X278.639_6.12T	X225.11_3.082T	X331.263_8.251T	X510.356_6.849T	X263.237_8.165T	X446.326_6.211T	X279.232_7.817T	X524.372_7.157T	X387.193_5.958T	X453.188_5.844T	X562.327_7.159T	X281.247_8.168T	X268.154_5.176T	X359.151_7.785T	X546.354_7.157T	X496.34_6.555T	X165.055_0.468T	X182.081_0.47T	X95.05_0.473T	X147.044_0.475T	X177.061_0.254T	X90.055_0.297T	X91.055_0.471T	X136.076_0.472T	X327.051_0.249T	X182.191_3.468T	X170.093_0.295T	X133.097_0.448T	X258.279_6.127T	X185.031_0.417T	X81.519_5.856T	X230.248_5.559T	X272.222_6.574T	X196.155_0.579T
m4	vehicle	0	0.0000133	0	0.00000687	0	0.0000906	0.0000492	0.0000126	0	0.00000804	0.0000266	0.0000701	0.00000691	0.0000685	0.0000126	0.00000761	0.000231002	0.00000366	0.0000414	0.000218624	0.0000499	0.0000254	0.000037	0.0000597	0.0000354	0.0000353	0.000215839	0.0000129	0.000407875	0.0000146	0.00010159	0.002204398	0.0000217	0.0000206	0.0000642	0.0000157	0.0000254	0.0000554	0.0000135	0.000110206	0.0000706	0.0000855	0.0000478	0.0000148	0.0000423	0.000877846	0.0000968	0.000131906	0.0000613	0.000732944	0.0000131	0.0000343	0.000147644	0.0000103	0.0000401	0.0000426	0.0000209	0.0000756	0.0000567	0.000581555	0.000293755	0.0000834	0.0000193	0.0000349	0.002237869	0.0000605	0.0000128	0.000112223	0.054014724	0.000169276	0.0000997	0.0000813	0.000130867	0.00000788	0.0000592	0.004525684	0.103784505	0.002110685	0.017602428	0.000186081	0.000299896	0.000204927	0.002587859	0.000231252	0.002280468	0.0000789	0.000241058	0.0000718	0.0000518	0.000150523	0.0000114	0.000107594	0.03181287	0.0000366	0.000035
m5	vehicle	0	0	0	0	0	0	0.0000274	0	0	0	0.0000254	0.0000581	0.00000554	0.0000452	0.0000134	0.00000291	0.001004649	0.00000483	0.00000219	0.0001638	0.0000483	0.0000132	0.0000235	0.0000585	0.0000183	0.000075	0.00012692	0.0000344	0.000247124	0.000012	0.0000449	0.001048135	0.0000101	0.0000149	0	0.00000523	0.0000132	0.0000403	0.00000606	0.0000473	0.0000261	0.0000526	0.0000289	0.00000267	0.0000232	0.000502226	0.0000393	0.0000939	0.0000425	0.000502266	0.00000592	0.00000587	0.0000895	0.0000125	0.0000268	0.0000717	0.0000254	0.0000484	0.0000237	0.000437261	0.000198819	0.0000633	0.0000333	0.0000505	0.001640033	0.0000571	0.0000106	0.0000798	0.040391353	0.000150488	0.0000994	0.0000187	0.000129408	0.0000204	0.0000431	0.003581812	0.093090834	0.001978278	0.016382522	0.000162705	0.000256201	0.000270479	0.003657609	0.000173631	0.002129979	0.00010668	0.000354551	0.0000743	0.000134387	0.000113479	0.000017	0.0000545	0.024980068	0.0000528	0.000022
m7	vehicle	0	0	0	0	0	0	0	0	0	0	0.0000102	0.0000213	0.00000211	0.000114331	0.0000144	0.00000854	0.000151047	0.0000113	0.0000306	0.000538699	0.0000299	0.0000156	0.0000495	0.0000445	0.0000238	0.0000305	0.000118727	0.0000186	0.000149131	0.0000248	0.0000363	0.001539618	0.0000138	0.0000231	0.0000283	0.00000899	0.0000156	0.0000283	0.0000243	0.0000856	0.0000501	0.0000721	0.0000103	0.0000165	0.0000287	0.000559425	0.0000493	0.000105854	0.000105699	0.000498637	0.0000226	0.00000786	0.0000979	0.00000436	0.0000387	0.0000519	0.0000182	0.0000725	0.0000498	0.000599957	0.00022175	0.0000745	0.0000335	0.0000434	0.001986167	0.0000671	0.0000189	0.0000984	0.045497764	0.000135528	0.0000343	0.0000452	0.000146867	0.000018	0.0000338	0.004281687	0.104199976	0.001972608	0.016653514	0.000188806	0.000245733	0.000195828	0.002686904	0.000262712	0.002116437	0.0000701	0.000307778	0.0000576	0.000150131	0.000103809	0.0000184	0.0000305	0.014123967	0.0000426	0.000115081
m9	vehicle	0.0000631	0	0.0000227	0.0000177	0	0.0000618	0.0000583	0.0000214	0	0.00000653	0.0000299	0.000063	0.0000081	0.000130269	0.0000229	0.00000506	0.00114243	0.0000214	0.00000642	0.000194343	0.0000548	0.0000147	0.0000592	0.0000666	0.0000406	0.0001429	0.00016989	0.0000374	0.001537408	0.0000126	0.0000462	0.002136088	0.0000214	0.0000248	0.0000681	0.00000837	0.0000147	0.0000466	0.0000229	0.000100845	0.0000559	0.0000919	0.0000391	0.0000244	0.0000203	0.000715134	0.0000751	0.000114337	0.000112673	0.000619445	0.0000108	0.0000128	0.000140204	0.00000528	0.0000482	0.000128289	0.0000222	0.000116408	0.0000862	0.000631888	0.000306031	0.0000826	0.0000281	0.0000566	0.002073152	0.0000928	0.0000164	0.000110788	0.046608914	0.000165624	0.000168074	0.0000536	0.000166088	0.0000175	0.0000573	0.003954516	0.098812762	0.001920019	0.016581943	0.000172033	0.000248731	0.000249989	0.002859385	0.000208756	0.001819736	0.0000656	0.000189536	0.0000537	0.000104705	0.0000415	0.0000167	0.0000364	0.004753313	0.00000542	0.0000462
m10	vehicle	0.0000577	0	0	0.0000105	0	0.0000504	0.0000504	0.0000123	0	0	0.0000289	0.0000223	0.0000151	0.0000265	0.0000253	0.00000904	0.000145114	0.0000143	0.0000111	0.000223791	0.0000583	0.00000981	0.000039	0.0000815	0.0000309	0.0000678	0.000154147	0.0000265	0.001129317	0.0000223	0.0000723	0.001662661	0.0000171	0.0000288	0.0000474	0.0000138	0.00000981	0.0000674	0.0000172	0.0000786	0.0000452	0.0000817	0.0000194	0.0000138	0.0000313	0.000716423	0.0000771	0.000120723	0.0000836	0.000664756	0.0000183	0.00000693	0.000139777	0.00000582	0.0000663	0.0000779	0.0000262	0.000107038	0.0000692	0.000576509	0.000250184	0.0000696	0.0000224	0.0000414	0.002033519	0.0000674	0.0000154	0.00010793	0.05028596	0.000172369	0.000174235	0.0000663	0.000146226	0.0000172	0.0000454	0.004458482	0.096834512	0.001726274	0.014319933	0.000163045	0.000223174	0.000209045	0.002448273	0.000222287	0.001722358	0.0000578	0.000327317	0.0000216	0.000124463	0.000073	0.0000131	0.0000214	0.011116368	0.0000203	0.0000647
mouse_1	vehicle	0	0	0	0	0	0	0	0	0	0	0	0.000226264	0.00000404	0.00000574	0.00000271	0.00000195	0.000166915	0.0000017	0	0.000142833	0.000021	0.00000752	0.0000157	0.0000304	0.00000908	0.0000138	0.0000247	0.00000574	0.0000488	0.00000682	0.0000237	0.000521819	0.0000117	0.0000126	0.0000196	0.00000246	0.00000752	0.0000251	0.00000943	0.0000419	0.0000232	0.000013	0.000037	0.00000521	0.0000386	0.000207889	0.0000541	0.000047	0.0000705	0.000173059	0.0000252	0.00000227	0.0000652	0.00000223	0.0000345	0.0000465	0.00000866	0.0000678	0.000056	0.000378551	0.000194429	0.0000322	0.0000281	0.0000373	0.001247947	0.0000265	0.0000117	0.000115534	0.028239265	0.000109805	0.000160086	0.0000205	0.000161243	0.0000204	0.0000678	0.002393365	0.078866967	0.002348825	0.019210574	0.000232741	0.000265411	0.000341318	0.00347377	0.000372473	0.002461666	0.000105817	0.000193484	0.0000852	0.000168482	0.0000568	0.0000452	0.0000934	0.003753324	0.0000223	0.000129987
mouse_10	vehicle	0	0	0	0	0	0	0	0	0	0	0	0.0000374	0	0.00000772	0.00000287	0	0.000422534	0	0	0.0000716	0	0.00000608	0.0000129	0	0.0000127	0.0000135	0.00000887	0.00000772	0.000491726	0.00000402	0.0000158	0.000130801	0.00000533	0.00000529	0	0.00000236	0.00000608	0.00000417	0.00000556	0.0000113	0.00000802	0.0000264	0.0000275	0.00000905	0.00000271	0.0000654	0.000016	0.0000181	0.0000341	0.0000354	0.00000175	0.00000275	0.0000184	0	0.0000128	0.00000604	0.00000844	0.0000213	0.00000509	0.000192382	0.0000811	0.0000134	0.0000293	0.00000405	0.00073299	0.0000261	0.00000551	0.0000419	0.017875466	0.0000725	0.0000459	0.00000206	0.0000807	0.00000419	0.0000466	0.001351789	0.050108852	0.00332411	0.026821265	0.00034297	0.000385235	0.000643869	0.005518906	0.000371181	0.003529583	0.000322775	0.000188164	0.0000917	0.000213455	0.00009	0.0000228	0.000107042	0.004780776	0.0000462	0.000249725
mouse_2	vehicle	0	0	0	0	0	0	0	0	0	0	0	0.0000181	0.0000109	0.0000297	0.00000584	0.00000151	0.0000504	0.00000137	0	0.000132556	0.0000127	0.00000436	0.0000161	0.0000122	0.00000421	0.0000285	0.0000454	0.0000297	0.000419922	0.00000286	0.0000148	0.000327988	0.0000045	0.00000219	0	0.00000186	0.00000436	0.00000846	0.000013	0.0000434	0.0000396	0.0000301	0.0000378	0.00000725	0.00000173	0.000129138	0.0000179	0.000045	0.0000488	0.000131421	0.0000128	0.00000303	0.0000142	0	0.0000149	0.000032	0.0000183	0.0000438	0.0000502	0.00027204	0.000107192	0.0000169	0.0000203	0.0000181	0.001003548	0.0000529	0.00000852	0.0000642	0.02602484	0.000064	0.000134343	0.0000364	0.0000805	0.0000155	0.0000318	0.002702432	0.063244144	0.001355333	0.011609301	0.000193012	0.000127709	0.000459192	0.002786031	0.000240403	0.001984431	0.000121506	0.000185442	0.000134605	0.0000691	0.0000642	0.000121911	0.0000645	0.004405755	0.0000144	0.000266036
mouse_3	vehicle	0	0	0	0	0	0	0	0	0	0	0	0.0000261	0.00000213	0.0000258	0.00000296	0.00000267	0.000163958	0.00000305	0.00000995	0.000111411	0.0000107	0.00000337	0.00000463	0.0000164	0.00000308	0.000101443	0.00000846	0.0000258	0.000235325	0.00000302	0.0000246	0.000125372	0.00000347	0.00000523	0	0.00000238	0.00000337	0.00000664	0.0000087	0.0000225	0.00000979	0.0000143	0.000031	0.00000597	0.00000974	0.0000291	0.00000928	0.0000179	0.0000606	0.0000712	0.00000865	0.0000042	0.0000062	0.00000318	0.00000771	0.0000673	0.00000937	0.00007	0.0000257	0.000229503	0.000115055	0.0000167	0.0000193	0.0000103	0.000912362	0.0000414	0.00000303	0.0000675	0.024879015	0.0000655	0.0000863	0.00000382	0.0000778	0.0000025	0.0000283	0.001869481	0.059518063	0.001780165	0.01523294	0.000538992	0.000188834	0.000547277	0.003086184	0.000233885	0.002076114	0.00014956	0.000269039	0.000117122	0.0000521	0.000115922	0.0000423	0.000101928	0.006661721	0.0000694	0.000102773
mouse_4	vehicle	0	0	0	0	0	0	0	0	0	0	0	0.000122016	0	0	0	0	0.0000219	0	0.0000534	0.0000566	0	0	0.00000323	0	0	0	0	0	0.0000063	0	0	0.000292485	0.000720559	0.00000283	0	0	0	0	0.0000179	0.00000191	0.00000247	0	0.0000348	0	0	0.0000787	0	0	0.0000346	0.0000563	0	0.00000673	0	0	0	0.0000124	0	0.0000872	0	0.000362855	0.000147098	0.0000184	0.00000282	0	0.001056772	0.00000373	0	0.00000445	0.024313661	0.0000894	0.00014361	0	0.00010562	0.00000689	0	0.002464607	0.075340682	0.001814699	0.015298634	0.000572568	0.000212855	0.000578505	0.004363129	0.000236808	0.002278965	0.000218316	0.000261972	0.0000391	0.0000814	0.000148842	0.0000501	0.000109954	0.005079224	0.00000339	0.00035043
mouse_5	vehicle	0	0	0	0	0	0	0	0	0	0	0.0000132	0.0000243	0.00000265	0.00000443	0.00000942	0.0000047	0.000166036	0.00000321	0.00000256	0.000168481	0.0000252	0.0000126	0.0000277	0.0000117	0.0000134	0.0000758	0.000048	0.00000443	0.000565083	0.0000043	0.0000181	0.001018669	0.0000175	0.0000177	0.0000308	0.00000577	0.0000126	0.000034	0.0000326	0.000049	0.0000529	0.0000417	0.0000409	0.0000161	0.0000106	0.000322418	0.0000538	0.0000623	0.0000814	0.00028603	0.0000218	0.00000732	0.0000914	0.00000397	0.0000227	0.0000237	0.0000269	0.0000858	0.0000483	0.000462957	0.000258347	0.0000614	0.0000303	0.0000429	0.001608444	0.0000475	0.0000192	0.0000968	0.035360233	0.000143782	0.000153579	0.0000608	0.000131705	0.0000177	0.000042	0.003556893	0.086143663	0.001867339	0.015807737	0.000211245	0.000200949	0.000338916	0.003479082	0.000210496	0.002146727	0.0000877	0.000178268	0.0000829	0.000157021	0.0000517	0.0000421	0.0000316	0.003151508	0.00000876	0.000131528
mouse_6	vehicle	0.000068	0	0	0	0	0	0	0.0000221	0	0	0	0.0000101	0.00000588	0.0000126	0.00000473	0.00000151	0.00010434	0.00000763	0.000069	0.000168302	0.0000448	0.00000528	0.0000323	0.0000586	0.0000116	0.0000495	0.0000733	0.0000126	0.001131429	0.00000768	0.0000173	0.000828696	0.000024	0.000021	0.0000243	0.00000291	0.00000528	0.0000323	0.0000351	0.0000361	0.0000587	0.0000636	0.00003	0.0000136	0.0000207	0.00033026	0.0000336	0.0000716	0.0000604	0.000318097	0.0000101	0.00000684	0.0000409	0.00000331	0.000033	0.0000718	0.0000342	0.000134669	0.0000545	0.000427738	0.00026036	0.0000373	0.0000233	0.0000357	0.001463181	0.0000758	0.00000963	0.000085	0.033637657	0.000127097	0.000187622	0.0000356	0.000163556	0.000027	0.0000442	0.003465679	0.07625974	0.002133069	0.017487996	0.000160033	0.000247905	0.00035428	0.002787899	0.000203342	0.001998931	0.0000811	0.000134537	0.0000584	0.000135437	0.0000385	0.0000285	0.000032	0.002002259	0.00000511	0.0000201
mouse_8	vehicle	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00000345	0.00000258	0	0	0	0	0.0000393	0	0.00000306	0.00000328	0	0.00000793	0	0	0.00000345	0	0	0.0000114	0.0000554	0	0.0000077	0	0.00000294	0.00000306	0	0	0.0000111	0.00000798	0.00000423	0.0000326	0	0.00000337	0.00000831	0.00000777	0.00000375	0.00002	0.00000342	0	0.00000382	0.0000211	0	0.0000122	0.0000178	0.0000033	0.0000222	0.0000107	0.000241154	0.0000587	0.00000943	0.0000275	0.00000176	0.000665867	0.0000211	0	0.0000137	0.014401028	0.0000894	0.0000552	0.00000218	0.0000172	0	0	0.00100562	0.051060652	0.003140119	0.025190461	0.0000589	0.000391206	0.000558332	0.002054395	0.000473027	0.003369909	0.000272976	0.000255356	0.00000804	0	0.00011477	0.0000335	0.000288085	0.006341094	0.0000194	0.000246845
mouse_9	vehicle	0	0	0	0	0	0	0	0	0	0	0	0.000149058	0	0	0	0	0.0000509	0.00000243	0	0.0000252	0.00000157	0.00000357	0.00000224	0.00000775	0.00000248	0.00008	0.00000549	0	0.0000483	0.00000327	0.00000764	0.0000167	0	0.0000048	0	0.00000336	0.00000357	0.00000186	0	0.00000492	0.00000242	0.0000102	0.00000876	0	0	0.0000274	0	0.00000271	0.0000157	0.0000223	0	0.00000217	0.00000373	0.000003	0.00000262	0.0000292	0	0.0000233	0	0.0001011	0.0000425	0.00000498	0.0000226	0.00000717	0.000290366	0.0000264	0	0.000036	0.009485797	0.0000484	0.0000221	0	0.0000706	0.0000022	0.0000181	0.000518639	0.026384942	0.002536626	0.021692364	0.000256985	0.000287044	0.001083209	0.001811014	0.000276254	0.002397177	0.000342823	0.000147601	0.000022	0.000885873	0.000103041	0.0000324	0.0000413	0.003741026	0.000023	0.0000639
