ATTRIBUTE_MouseNumber	ATTRIBUTE_treatment	X691.313_8.563T	X486.749_6.292T	X695.412_8.133T	X582.796_6.426T	X972.48_8.495T	X805.026_7.156T	X977.436_8.493T	X318.095_0.426T	X819.965_6.406T	X261.217_0.415T	X584.299_6.428T	X302.121_0.391T	X496.376_7.874T	X700.452_8.221T	X723.541_9.21T	X309.184_7.468T	X312.111_0.472T	X700.452_8.069T	X1015.667_6.476T	X570.355_6.527T	X548.301_8.314T	X287.625_6.125T	X351.283_9.218.1T	X553.257_8.315T	X349.273_7.438T	X260.074_0.306T	X550.828_7.156T	X700.452_8.244T	X316.136_0.564T	X342.278_9.453T	X331.284_8.013T	X991.672_6.555T	X566.322_6.247T	X299.149_6.287T	X575.313_6.429T	X326.305_7.772T	X287.625_6.125.1T	X531.275_8.315T	X190.045_0.743T	X428.373_7.085T	X504.343_6.709T	X480.345_6.751T	X471.347_5.892T	X422.326_6.18T	X570.795_6.419T	X552.332_7.158T	X572.299_6.419T	X510.392_7.342T	X372.311_6.081T	X543.345_7.157T	X440.314_6.633T	X276.107_5.925T	X560.299_6.413T	X675.422_9.824T	X275.625_6.174T	X174.113_0.589T	X506.36_6.509T	X242.1_0.812T	X398.326_6.263T	X482.324_6.265T	X508.376_6.874T	X278.639_6.12T	X225.11_3.082T	X331.263_8.251T	X510.356_6.849T	X263.237_8.165T	X446.326_6.211T	X279.232_7.817T	X524.372_7.157T	X387.193_5.958T	X453.188_5.844T	X562.327_7.159T	X281.247_8.168T	X268.154_5.176T	X359.151_7.785T	X546.354_7.157T	X496.34_6.555T	X165.055_0.468T	X182.081_0.47T	X95.05_0.473T	X147.044_0.475T	X177.061_0.254T	X90.055_0.297T	X91.055_0.471T	X136.076_0.472T	X327.051_0.249T	X182.191_3.468T	X170.093_0.295T	X133.097_0.448T	X258.279_6.127T	X185.031_0.417T	X81.519_5.856T	X230.248_5.559T	X272.222_6.574T	X196.155_0.579T
mouse_27	benznidazole	0.000185631	0.0000533	0.0000897	0.0000109	0.0000493	0.00016566	0.000108784	0.0000416	0.00000351	0.000206828	0.0000193	0.000394338	0.0000982	0.000490503	0.0000403	0.0000247	0.000306471	0.0000593	0.000593196	0.000249164	0.000165692	0.0000317	0.0000486	0.000166916	0.0000558	0.0000223	0.000249353	0.000315575	0.001838888	0.0000136	0.000264674	0.006071777	0.000137673	0.0000688	0.00000713	0.000028	0.0000318	0.000172726	0.0000913	0.000253096	0.0000359	0.000159977	0.00010072	0.0000724	0.0000204	0.000778918	0.000083	0.000270142	0.000369884	0.00093093	0.0000194	0.00000963	0.0000673	0.0000184	0.0000437	0.0000671	0.0000284	0.000356433	0.000234842	0.001078637	0.000621574	0.0000923	0.000111895	0.000099	0.004152925	0.000133784	0.0000545	0.000153344	0.084232027	0.000294263	0.000168947	0.0000857	0.000249981	0.0000375	0.000051	0.004552411	0.121355621	0.000862677	0.007310973	0.0000762	0.000117356	0.000137403	0.001139835	0.0000841	0.000815002	0.0000409	0.0000835	0.0000172	0.0000949	0.0000152	0.00000598	0.0000052	0.000579728	0	0.000000537
mouse_28	benznidazole	0.000168637	0.000100765	0.0000787	0.0000432	0.0000529	0.000140314	0.000125793	0.0000316	0.0000157	0.0000165	0.0000706	0.000647394	0.0000334	0.000241087	0.000108797	0.0000178	0.001015006	0.0000265	0.0000443	0.000340279	0.000203979	0.0000202	0.000112917	0.000194438	0.0000651	0.0000931	0.000268086	0.0000571	0.00086762	0.0000359	0.00013344	0.004355905	0.0000401	0.000084	0.000105841	0.0000101	0.0000509	0.000182559	0.0000308	0.000182297	0.0000989	0.000130954	0.0000696	0.0000392	0.0000663	0.001063569	0.000155034	0.000205828	0.000217822	0.000942327	0.0000297	0.0000265	0.000208765	0.00000718	0.0000706	0.000111753	0.0000428	0.000208975	0.000144897	0.000827614	0.000406121	0.000113496	0.0000378	0.0000725	0.002822296	0.000101716	0.000028	0.000131747	0.066730304	0.000246475	0.000208169	0.0000747	0.000194611	0.0000284	0.0000693	0.004825907	0.125192403	0.001110181	0.009898947	0.000127381	0.000114994	0.000129381	0.001656202	0.0000812	0.001166336	0.0000511	0.000104185	0.0000162	0.000087	0.0000343	0.0000125	0.0000341	0.003117329	0.00000217	0.0000114
mouse_29	benznidazole	0.0000148	0.0000158	0.0000255	0.0000591	0.0000285	0.000145037	0.0000317	0.000018	0.0000119	0	0.0000688	0.000584748	0.0000616	0.0000667	0.000166868	0.0000441	0.001037882	0.0000223	0.0000221	0.000363981	0.0000766	0.0000361	0.000208728	0.0000553	0.0000498	0.000152836	0.000291662	0.0000979	0.000923016	0.0000666	0.000125544	0.003017917	0.0000262	0.0000373	0.000140792	0.00000537	0.0000583	0.0000795	0.0000154	0.000165626	0.0000897	0.000110694	0.0000704	0.0000136	0.000129847	0.001185074	0.000186454	0.000231422	0.000117808	0.001059601	0.0000289	0.00000532	0.000267442	0.000024	0.0000984	0.0000895	0.0000285	0.000179543	0.0000634	0.000650802	0.000352442	0.000104616	0.0000486	0.0000297	0.002729006	0.0000505	0.000016	0.0000572	0.06781365	0.000245032	0.000127012	0.0000784	0.000110023	0.0000369	0.0000508	0.004948182	0.115767962	0.001217798	0.010075895	0.000152294	0.0000198	0.000161845	0.002046019	0.0000372	0.001163006	0.000048	0.0000805	0.00000665	0.00000701	0.0000445	0.0000116	0.0000313	0.001862518	0.00000198	0.00000516
mouse_30	benznidazole	0.0000713	0.0000649	0.00004	0.0000265	0.000028	0.00010647	0.0000751	0.0000414	0	0.0000656	0.0000653	0.0000327	0.0000117	0.000188345	0.0000165	0.0000176	0.000778192	0.0000206	0.0000463	0.000367766	0.000129364	0.0000221	0.000131547	0.000110683	0.000046	0.0000914	0.000235015	0.0000328	0.000752368	0.0000225	0.0000856	0.003008426	0.0000431	0.0000575	0.000127424	0.00000876	0.0000265	0.000107887	0.000026	0.000144029	0.0000932	0.000126156	0.0000376	0.0000189	0.0000699	0.000676865	0.0000799	0.000195931	0.00012623	0.000816867	0.0000382	0.0000144	0.000186353	0.0000159	0.0000422	0.0000986	0.0000389	0.000165329	0.0000787	0.000691012	0.000534832	0.0000838	0.000033	0.000072	0.002621228	0.000082	0.000019	0.000109685	0.059785851	0.000203503	0.000212498	0.0000846	0.000163493	0.0000209	0.0000441	0.005012647	0.108651267	0.001663387	0.013653379	0.000132642	0.000223575	0.000148975	0.001822268	0.000200088	0.001560251	0.0000575	0.0000953	0.000032	0.0000532	0.0000777	0.00003	0.0000205	0.012029201	0.00000296	0.00000537
m16	carnitine	0	0	0	0	0	0	0	0	0	0	0	0.000169832	0.00000542	0.00013771	0.000012	0.00000346	0.000176598	0.00000351	0	0.000137567	0.0000241	0.0000152	0.0000261	0.0000192	0.0000212	0.0000164	0.0000453	0.0000292	0.0000628	0.00000825	0.0000421	0.000984211	0.00000513	0.000015	0	0.0000102	0.0000152	0.0000302	0.0000102	0.0000312	0.0000305	0.0000259	0.0000416	0.0000196	0.0000111	0.000334923	0.0000176	0.0000707	0.0000692	0.000322666	0.00000999	0.0000126	0.0000314	0.00000178	0.0000211	0.0000265	0.000021	0.0000376	0.0000206	0.000476397	0.000165728	0.0000411	0.0000256	0.0000271	0.001476063	0.0000732	0.0000103	0.000102069	0.038139191	0.000169896	0.000135058	0.0000406	0.000109245	0.0000164	0.000048	0.003722981	0.092070521	0.001515994	0.012729391	0.00020423	0.000198962	0.000289876	0.003490187	0.000211411	0.001702406	0.0000908	0.000231062	0.000121237	0.0000422	0.000127748	0.0000513	0.00012416	0.013834806	0.0000299	0.000298469
m17	carnitine	0.0000903	0.0000719	0.000042	0.0000181	0.000048	0.000121876	0.0000713	0.0000392	0.00000818	0.0000246	0.0000356	0.000558342	0.0000352	0.000183926	0.0000518	0.0000222	0.00096239	0.000015	0.000124985	0.000625006	0.000085	0.0000395	0.0000355	0.0000599	0.0000494	0.0000457	0.00021421	0.0000928	0.000736817	0.0000284	0.000155086	0.003381809	0.0000266	0.0000547	0.0000503	0.00000845	0.0000214	0.0000852	0.000042	0.000133322	0.0000879	0.000120659	0.0000665	0.0000242	0.0000425	0.000996451	0.000117686	0.000197485	0.000130126	0.00085076	0.0000386	0.000062	0.00014938	0.0000104	0.0000614	0.0000709	0.0000305	0.000158293	0.000092	0.000716423	0.000387194	0.000109174	0.0000329	0.0000595	0.002737621	0.0000933	0.0000176	0.000155284	0.060867485	0.000231188	0.000185343	0.0000764	0.000191146	0.0000229	0.0000646	0.004327475	0.112248629	0.001210647	0.010170509	0.000130786	0.000165991	0.000144422	0.001798395	0.00012216	0.001135592	0.0000449	0.000251368	0.0000355	0.0000875	0.0000843	0.00000311	0.0000216	0.01659413	0.00000397	0.0000116
m18	carnitine	0.000107202	0.0000229	0.0000276	0.0000357	0.0000265	0.0000752	0.0000929	0.0000486	0.00000712	0.0000208	0.0000518	0.001148241	0.0000929	0.0000268	0.0000132	0.00000894	0.001430624	0.00000524	0.00000558	0.000236448	0.000103176	0.000035	0.0000715	0.00011397	0.0000291	0.000253516	0.000237032	0.0000268	0.001625543	0.0000219	0.0000608	0.002156923	0.0000221	0.0000378	0.0000683	0.00000502	0.0000245	0.0000941	0.000027	0.0000921	0.0000727	0.00013509	0.0000368	0.0000279	0.0000523	0.00076253	0.000108291	0.000124191	0.000161687	0.000624502	0.0000608	0.00000632	0.000168047	0.0000193	0.0000771	0.000173982	0.0000307	0.000164876	0.000130613	0.000676712	0.000312786	0.0000894	0.0000411	0.0000426	0.002136281	0.0000667	0.0000117	0.0000972	0.041097706	0.000211895	0.000117863	0.0000419	0.000134947	0.0000328	0.0000651	0.003245237	0.090958799	0.001274809	0.011600869	0.000142415	0.000156207	0.000222618	0.002307198	0.0000363	0.001443679	0.000061	0.000152876	0.0000698	0.0000223	0.0000457	0.00001	0.0000225	0.006119616	0.00000853	0.00000391
m19	carnitine	0.000120731	0.0000636	0.0000301	0.0000134	0.0000324	0.000135181	0.0000631	0.0000389	0.0000122	0.0000436	0.000042	0.000575994	0.0000727	0.000182109	0.000049	0.000012	0.00071818	0.000028	0.000126715	0.000697854	0.0000885	0.0000352	0.0000428	0.0000676	0.0000289	0.0000537	0.000254199	0.0000511	0.000776037	0.0000217	0.000152621	0.004337541	0.0000348	0.0000652	0.0000634	0.0000238	0.0000253	0.0000828	0.0000378	0.000190042	0.000110577	0.000146248	0.0000499	0.0000451	0.0000417	0.001025446	0.000063	0.000229547	0.000228788	0.000916032	0.0000417	0.0000104	0.000158811	0.00000842	0.0000635	0.0000674	0.0000394	0.000155856	0.00016242	0.001007088	0.000448787	0.0000999	0.0000377	0.0000574	0.003321968	0.0000969	0.0000356	0.000132442	0.067902234	0.000205775	0.0001931	0.0000773	0.000205022	0.0000403	0.0000589	0.004618569	0.116256364	0.001529154	0.012990179	0.000170371	0.000222456	0.000139378	0.0016868	0.000157472	0.001413951	0.0000448	0.000169384	0.0000165	0.0000661	0.0000389	0.00000605	0.00000579	0.004608121	0.00000247	0.00000382
m20	carnitine	0.0000868	0.0000436	0.0000503	0.0000238	0.0000433	0.000172683	0.0000627	0.0000648	0.0000126	0.0000124	0.0000398	0.001234867	0.000317307	0.000135267	0.0000716	0.0000381	0.001119593	0.0000418	0.000119233	0.000629177	0.00011343	0.0000594	0.0000731	0.0000988	0.0000517	0.00016061	0.000373375	0.0000514	0.00149009	0.0000262	0.000153792	0.005230796	0.0000269	0.0000403	0.0000524	0.0000183	0.0000448	0.0000918	0.0000305	0.000202522	0.000102101	0.000213758	0.0000465	0.0000316	0.0000445	0.001216977	0.0000797	0.000287783	0.000175384	0.001010849	0.000194265	0.0000254	0.000173527	0.00000728	0.0000918	0.0001509	0.0000403	0.000212336	0.000109198	0.001024599	0.000548377	0.000125039	0.0000524	0.000066	0.003822818	0.0000952	0.0000229	0.000117228	0.072669292	0.000216693	0.000178363	0.0000768	0.000183229	0.0000281	0.0000756	0.004550879	0.115290155	0.001500841	0.01284269	0.000113112	0.000213419	0.000170712	0.0019907	0.000161949	0.001340846	0.0000366	0.00015083	0.000033	0.0000454	0.0000239	0.00000298	0.00000817	0.004649466	0.00000111	0.00000128
m21	carnitine	0.000210571	0.0000617	0.0000474	0.000033	0.0000451	0.000171087	0.000087	0.00013264	0.00000482	0.0000168	0.0000356	0.001456218	0.0000969	0.000188067	0.0000995	0.0000428	0.001302932	0.0000134	0.000120655	0.000213353	0.000130957	0.0000428	0.000143057	0.0000994	0.0000538	0.000160045	0.000310608	0.000126217	0.002166371	0.0000407	0.000184664	0.005104082	0.0000325	0.0000594	0.0000769	0.0000192	0.0000215	0.000122794	0.0000413	0.000192063	0.000107584	0.00013955	0.0000296	0.0000412	0.0000359	0.001124278	0.000105614	0.00026818	0.00021773	0.000974779	0.0000555	0.0000269	0.000189255	0.000017	0.0000862	0.000210423	0.0000326	0.000243864	0.00015542	0.000904905	0.000452135	0.0000982	0.0000355	0.0000707	0.003464982	0.0000985	0.00004	0.000145224	0.067748231	0.000226611	0.000158762	0.0000628	0.000206596	0.0000334	0.0000684	0.004200022	0.107384799	0.001409398	0.011627873	0.00000294	0.000162025	0.0000936	0.00132782	0.000139886	0.001269465	0.0000315	0.000136413	0.00000785	0.000043	0.0000519	0.0000028	0.0000475	0.004568049	0.00000153	0.00000119
m23	carnitine	0.0000784	0.000023	0.0000468	0.0000127	0.0000228	0.0000649	0.000073	0.0000353	0	0.0000255	0.0000522	0.000506792	0.0000264	0.000178366	0.0000364	0.00000793	0.000505003	0.0000266	0.0000284	0.00019981	0.0000914	0.0000061	0.0000735	0.0000652	0.0000495	0.000102416	0.000126884	0.0000787	0.00098743	0.0000234	0.0000703	0.002423241	0.0000333	0.0000515	0.0000833	0.0000202	0.0000109	0.0000872	0.0000376	0.000115014	0.0000636	0.0000817	0.0000217	0.0000359	0.0000215	0.000656823	0.0000942	0.00012814	0.000234007	0.000585535	0.0000204	0.0000123	0.000119634	0.00000526	0.000059	0.000077	0.0000232	0.000166877	0.000161834	0.000665466	0.000286029	0.0000833	0.0000261	0.000066	0.002257451	0.000117288	0.0000223	0.00017568	0.050016118	0.000208623	0.000215729	0.0000542	0.000220799	0.0000259	0.0000627	0.003982985	0.098213529	0.000974486	0.008251862	0.000110543	0.000114009	0.000182479	0.00182808	0.0000937	0.001003618	0.0000556	0.000171774	0.0000129	0.0000378	0.0000652	0.00000943	0.000026	0.00529184	0.00048611	0.0000083
m24	carnitine	0.000139493	0.0000648	0.0000607	0.0000213	0.0000463	0.000136295	0.0000974	0.0000747	0.0000221	0.0000167	0.0000578	0.0000755	0.000058	0.000228112	0.0000792	0.0000134	0.001039831	0.000143846	0.0000304	0.000740509	0.000171567	0.00000104	0.0000252	0.000148026	0.0000536	0.000150883	0.000282367	0.00000376	0.001358013	0.00000859	0.000153467	0.003545359	0.000022	0.0000744	0.0000931	0.0000175	0.000037	0.000154359	0.0000308	0.000168099	0.0000895	0.000131907	0.0000469	0.000027	0.0000516	0.00106912	0.000107213	0.000208706	0.000166532	0.000914487	0.0000445	0.0000411	0.000179526	0.0000159	0.0000686	0.000165194	0.0000357	0.000164177	0.000106834	0.000757416	0.000411128	0.0000928	0.0000405	0.0000684	0.002771584	0.00010793	0.0000155	0.000144967	0.062203819	0.000213362	0.000335812	0.0000607	0.000207235	0.0000362	0.0000722	0.004329403	0.104743381	0.001325954	0.011035519	0.000159356	0.000157025	0.000129628	0.001456417	0.000121931	0.001244172	0.0000405	0.000142804	0.0000124	0.0000745	0.000045	0.00000466	0.0000105	0.006021804	0	0.00000417
m25	carnitine	0.0000252	0.0000891	0.0000425	0.0000233	0.0000298	0.000113247	0.0000389	0.0000712	0.0000043	0	0.0000413	0.000853072	0.0000138	0.0000563	0.000032	0.0000225	0.002010414	0.0000071	0.0000355	0.000169504	0.000141379	0.0000157	0.0000224	0.000117995	0.0000321	0.000279545	0.000230212	0.0000096	0.002411963	0.0000267	0.000157726	0.00342253	0.0000249	0.000111003	0.0000716	0.0000101	0.000025	0.000152112	0.00000375	0.000171418	0.000076	0.0000939	0.0000261	0.00003	0.0000431	0.000860084	0.0000972	0.000155101	0.000201967	0.000743021	0.0000182	0.0000653	0.000166881	0.00000854	0.0000628	0.000128421	0.0000239	0.000160373	0.000113111	0.000648929	0.000270598	0.0000721	0.0000447	0.0000385	0.002279339	0.000065	0.000026	0.0000773	0.048975549	0.000225965	0.000269507	0.0000543	0.0001345	0.0000302	0.000048	0.003300637	0.090641995	0.001946991	0.016289337	0.000129512	0.000228246	0.000186358	0.001926126	0.000205692	0.001798208	0.00010936	0.0000762	0.0000416	0.000105928	0.0000242	0.00000655	0.00000614	0.000905758	0.0000101	0.000000991
m26	carnitine	0.000264241	0.0000831	0.0000901	0.0000185	0.0000591	0.000180504	0.000112961	0.0000594	0.00000762	0.000102588	0.0000235	0.000479987	0.0000894	0.000193326	0.000187384	0.0000502	0.000952215	0.0000224	0.000172156	0.000175292	0.000172898	0.000042	0.0000589	0.000155937	0.0000403	0.0000199	0.000265711	0.0000825	0.000554127	0.0000436	0.000240609	0.005374613	0.0000351	0.0000751	0.0000653	0.0000217	0.0000336	0.000156182	0.0000705	0.000182418	0.000105312	0.000164687	0.0000539	0.0000276	0.0000405	0.00110863	0.000066	0.000299647	0.000138851	0.001030189	0.0000594	0.0000375	0.000145163	0.0000157	0.0000755	0.0000564	0.0000382	0.000273926	0.0000888	0.000866324	0.000494644	0.000126701	0.000054	0.0000563	0.003484127	0.00009	0.0000226	0.000136526	0.073465954	0.000263101	0.000260467	0.0000771	0.00015916	0.0000217	0.0000545	0.004764785	0.113378704	0.001063221	0.008988	0.0000734	0.000119067	0.000149929	0.002303789	0.000084	0.000963031	0.0000314	0.0000661	0.0000345	0.0000522	0.0000158	0.0000186	0.00000573	0.000715908	0.00000108	0.0000048
m27	carnitine	0.0000282	0.0000728	0.0000142	0.00000948	0.0000256	0.000114841	0.0000454	0.0000971	0.000014	0.0000163	0.000024	0.000025	0.0000318	0.0000753	0.0000239	0.00000631	0.00112805	0.000000983	0.0000352	0.000629351	0.0000366	0.0000353	0.000101013	0.0000183	0.0000469	0.000140538	0.000221854	0.0000712	0.001799996	0.000036	0.000126514	0.003176978	0.00003	0.0000647	0.0000556	0.000000849	0.000033	0.0000501	0.000084	0.000144736	0.0000958	0.000115502	0.0000782	0.0000303	0.0000377	0.000953932	0.0000921	0.000202134	0.000149441	0.000847817	0.0000363	0.0000221	0.000158682	0.000000628	0.0000509	0.000182166	0.0000282	0.000165501	0.000101144	0.000731046	0.000408055	0.000107279	0.000039	0.0000289	0.002592595	0.0000882	0.0000249	0.000147267	0.059727584	0.000218939	0.000147183	0.0000741	0.000166724	0.0000241	0.000045	0.004249863	0.104043989	0.000978136	0.008345231	0.000107838	0.0000143	0.0000989	0.002152129	0.0000703	0.000943596	0.0000263	0.0000427	0.0000047	0.00000471	0.000029	0.00000483	0.0000124	0.001364749	0.00000085	0.0000106
m28	carnitine	0.0000889	0.0000401	0.0000352	0.00000586	0.0000337	0.000104895	0.0000508	0.000116072	0	0.0000658	0.0000508	0.001484622	0.0000366	0.0000919	0.0000807	0.00000537	0.00131349	0.0000331	0.0000962	0.000624722	0.0000806	0.0000283	0.0000162	0.0000647	0.000000649	0.000183562	0.00017456	0.000000541	0.002078612	0.00000374	0.000114584	0.003576752	0.000470926	0.0000392	0.0000652	0.000000432	0.0000161	0.0000786	0.000092	0.000133848	0.0000609	0.0000945	0.0000568	0.00002	0.0000302	0.000842585	0.0000911	0.000180998	0.000149547	0.000734579	0.000037	0.00000833	0.000121148	0.000000567	0.0000504	0.000140132	0.0000211	0.000180108	0.000084	0.000728059	0.000328057	0.00011183	0.0000433	0.0000311	0.002571106	0.0000577	0.0000159	0.0000948	0.060223981	0.00017245	0.000173536	0.0000799	0.000123403	0.0000183	0.0000285	0.004710814	0.108084176	0.000785943	0.007144712	0.0000834	0.0000818	0.00010489	0.001969307	0.0000541	0.000842354	0.0000223	0.0000831	0.0000168	0.000046	0.0000245	0.0000158	0.00000948	0.001250985	0.000000703	0.00000403
m29	carnitine	0.000168726	0.0000588	0.0000455	0.0000161	0.0000456	0.000152303	0.0000866	0.000155204	0.00000525	0.000021	0.0000399	0.00150381	0.0000639	0.000121551	0.0000207	0.0000301	0.001525842	0.00000918	0.0000451	0.00059124	0.000103918	0.0000377	0.0000955	0.000115412	0.000036	0.000181242	0.000274367	0.0000458	0.002662995	0.00000344	0.000205175	0.003859303	0.000021	0.0000583	0.000068	0.0000115	0.0000241	0.0000955	0.0000416	0.000153242	0.0000996	0.000120801	0.0000452	0.0000179	0.0000393	0.000983492	0.0000939	0.000219124	0.000114334	0.000934295	0.000037	0.0000118	0.000151141	0.0000123	0.0000713	0.000200535	0.0000282	0.000153671	0.0000581	0.000691385	0.000361374	0.000106156	0.0000503	0.0000339	0.002516706	0.0000481	0.0000115	0.0000942	0.061108142	0.000187324	0.000161058	0.0000617	0.000113175	0.0000201	0.0000337	0.004202485	0.100718368	0.001460652	0.011874014	0.000105821	0.000193559	0.000113478	0.001573523	0.000142892	0.001301221	0.0000245	0.0000678	0.0000245	0.0000914	0.0000254	0.00000764	0.0000165	0.001204647	0.0000008	0.0000071
m30	carnitine	0.000125696	0.0000168	0.0000418	0.00000956	0.0000403	0.000135853	0.000104235	0.000108279	0.00000666	0	0.0000303	0.001147198	0.0000431	0.000128652	0.0000971	0.0000228	0.001582959	0.00000572	0.0000259	0.00015249	0.0000894	0.0000456	0.0000603	0.0000931	0.0000382	0.000281892	0.000252789	0.0000324	0.002077113	0.0000247	0.000122959	0.002323808	0.0000152	0.0000293	0.0000591	0.0000152	0.0000358	0.0000719	0.0000265	0.000145343	0.0000782	0.0001071	0.0000291	0.0000242	0.0000365	0.000991351	0.0000728	0.000177298	0.000144853	0.000867698	0.0000277	0.0000134	0.000122513	0.0000103	0.0000554	0.000146736	0.0000331	0.000176198	0.0000953	0.000529363	0.000350162	0.0000891	0.0000502	0.000042	0.002299726	0.0000688	0.0000169	0.000121213	0.053607913	0.000150971	0.00011687	0.0000659	0.000139585	0.0000245	0.0000419	0.00401971	0.086022073	0.001271293	0.011471378	0.000108666	0.000163738	0.0000799	0.001767927	0.000152883	0.001292525	0.0000137	0.0000761	0.0000168	0.0000564	0.000028	0.0000107	0.00000866	0.001468859	0.00000355	0.00000412
mouse_11	carnitine	0	0	0	0	0	0	0	0	0	0	0	0.0000122	0.00000142	0.0000171	0.00000111	0.00000359	0.0000895	0.00000279	0.0000209	0.0000688	0.0000308	0.00000677	0.000019	0.0000289	0.00000271	0.0000223	0.0000366	0.0000171	0.000368031	0.00000528	0.0000213	0.000365504	0.00000697	0.0000101	0	0.00000142	0.00000677	0.000024	0.0000121	0.0000137	0.0000205	0.0000275	0.0000163	0.0000102	0.0000208	0.000190646	0.0000117	0.0000207	0.0000388	0.00015099	0.0000103	0.00000259	0.0000147	0.00000568	0.0000263	0.000011	0.0000177	0.000062	0.0000405	0.00037759	0.000193616	0.0000382	0.0000307	0.0000445	0.001143012	0.0000331	0.00000894	0.0000652	0.026690302	0.0000974	0.000197418	0.0000243	0.000123809	0.0000108	0.0000303	0.00259053	0.071293007	0.002127486	0.017705273	0.00026346	0.000258212	0.000520638	0.002289188	0.000274947	0.002134731	0.000155859	0.000215698	0.000033	0.0000344	0.0000765	0.0000433	0.0000612	0.003663335	0.00000838	0.0000714
mouse_12	carnitine	0.000027	0.0000206	0	0.00000614	0	0.0000443	0.0000156	0.0000238	0	0.0000175	0.0000237	0.0000868	0.0000154	0.00000496	0.0000143	0.0000031	0.001118631	0.00000182	0.0000155	0.00000491	0.0000122	0.0000275	0.0000489	0.00000572	0.0000186	0.000123316	0.000124786	0.00000496	0.000853814	0.0000262	0.0000673	0.001976834	0.00001	0.0000265	0.0000584	0.00000881	0.0000206	0.0000176	0.0000455	0.000075	0.0000648	0.0000852	0.0000308	0.0000148	0.0000207	0.000556015	0.0000467	0.000131501	0.0000933	0.000536217	0.0000149	0.0000169	0.000103833	0.00000326	0.0000419	0.0000615	0.0000236	0.00000599	0.0000712	0.000556274	0.000313068	0.0000549	0.0000801	0.0000233	0.001882289	0.0000546	0.0000166	0.000100853	0.040875546	0.000147974	0.000167477	0.0000432	0.000125086	0.000024	0.0000413	0.003126848	0.082729453	0.001423143	0.012208776	0.000156214	0.000159504	0.00024896	0.001835839	0.000135872	0.001609078	0.0000748	0.000131899	0.0000149	0.000101123	0.0000343	0.00000512	0.0000255	0.00164528	0.00000144	0.00000525
mouse_13	carnitine	0.000101094	0.0000168	0.0000473	0.0000213	0.0000252	0.0000898	0.0000878	0.0000267	0	0	0.0000326	0.00051542	0.0000376	0.000174709	0.0000665	0.00000564	0.000150714	0.0000125	0.0000449	0.000238836	0.0000958	0.0000394	0.000115119	0.000113726	0.0000342	0.000103681	0.000227888	0.0000267	0.000768694	0.0000281	0.0000964	0.002164256	0.0000225	0.0000209	0.00008	0.0000176	0.0000394	0.0000811	0.0000199	0.000152707	0.0000892	0.0000954	0.0000528	0.0000202	0.0000712	0.000919084	0.0000926	0.000159889	0.000187203	0.000841141	0.0000205	0.000011	0.000168697	0.00000189	0.000053	0.000098	0.0000259	0.0000789	0.0000978	0.000629828	0.000377828	0.000075	0.0000348	0.0000516	0.002551635	0.0000842	0.0000196	0.000114302	0.057086721	0.000188353	0.0000372	0.0000707	0.000178416	0.0000157	0.0000621	0.004844607	0.108944258	0.002205	0.017968136	0.0001797	0.000250314	0.000202062	0.002659883	0.000240961	0.002201432	0.0000802	0.0000937	0.0000155	0.00000774	0.0000367	0.00000152	0.0000223	0.001220739	0.00000529	0.0000235
mouse_14	carnitine	0.000206764	0.0000375	0.0000679	0.0000411	0.0000512	0.000152979	0.000118353	0.0000832	0	0.0000145	0.0000486	0.0000648	0.0000763	0.000150168	0.00015901	0.0000302	0.0009139	0.0000348	0.0000317	0.000716816	0.000172806	0.0000253	0.0000953	0.000172103	0.0000445	0.000172864	0.000354112	0.000208706	0.00223429	0.000029	0.000141999	0.003633071	0.0000221	0.0000462	0.0000885	0.0000124	0.0000421	0.000142682	0.0000323	0.000214458	0.0000991	0.000116826	0.0000515	0.0000355	0.0000597	0.001170032	0.000112307	0.000228596	0.000253877	0.000971035	0.0000343	0.0000219	0.000196277	0.0000127	0.0000546	0.000142089	0.0000317	0.00023851	0.000153566	0.000723435	0.000391493	0.000076	0.00004	0.0000626	0.002834947	0.0000851	0.0000279	0.000115265	0.061052837	0.000206355	0.000145358	0.0000564	0.000184729	0.0000265	0.0000605	0.004264984	0.104939174	0.001656992	0.013611031	0.000142617	0.000212931	0.000218258	0.001657503	0.000178289	0.001457567	0.0000365	0.0000848	0.0000359	0.0000449	0.0000189	0.00000438	0.0000161	0.000417033	0.000000993	0.00000272
